URL FOR CHECKING,Company,Descriptions,3 Yrs Growth,Industry,State,City,Year Founded,Website
https://inc.com/brian-contreras/how-this-founder-is-reinventing-health-savings-account.html,Lively,Benefit solutions provider offering a fresh approach to traditional employee benefits including HSA and more.Profile,"2,380%",Human Resources,CA,San Francisco,,
https://www.inc.com/profile/grow-care-outdoor-solutions?listid=495,Grow Care Outdoor Solutions,"Fast-growing landscaping company in Southwest Florida serving state, commercial and residential clients.Profile","2,360%",Construction,FL,North Fort Myers,,
https://inc.com/samhita-mukhopadhyay/is-dei-dead-or-does-it-just-need-to-evolve-praxis-labs-has-an-answer.html,Praxis Labs,For developing new products enhanced by AI to further DEI training despite a challenging climate for the sector.Profile,"2,352%",Software,CA,Los Angeles,,
https://www.inc.com/profile/turnkey-labs?listid=495,Turnkey Tech Staffing,"Leading tech staffing company helping software companies hire, pay and retain top-quality offshore software developers.Profile","2,345%",Human Resources,CA,Menlo Park,,
https://www.inc.com/profile/invisible-technologies?listid=495,Invisible Technologies,"Operations innovation company transforming how companies are built and run, merging AI and automation.Profile","2,342%",Artificial Intelligence,CA,San Francisco,,
https://www.inc.com/profile/prolim-government-technologies?listid=495,PROLIM Government Technologies,"Technology services for the federal government, aerospace OEMs, space, shipbuilding, automotive and alternative energy industries.Profile","2,342%",Engineering,MI,Farmington Hills,,
https://www.inc.com/profile/aidentified?listid=495,Aidentified,AI-powered relationship-based prospecting platform and first party data enrichment service.Profile,"2,323%",Software,MA,Concord,,
https://www.inc.com/profile/ludus?listid=495,Ludus,"Performing arts software company used by more than 1000 U.S. organizations to sell tickets, manage marketing and boost fundraising.Profile","2,319%",Software,MI,Holland,,
https://www.inc.com/profile/hawke-media?listid=495,Hawke Media,"Digital marketing agency creating custom performance-driven solutions for businesses, helping them to launch, scale and invigorate their brand.Profile","2,307%",Advertising & Marketing,CA,Santa Monica,,
https://www.inc.com/profile/five-star-franchising?listid=495,Five Star Franchising,Parent company for seven franchise home service companies providing tools and support for building a home-based business.Profile,"2,304%",Business Products & Services,UT,Springville,,
https://www.inc.com/profile/clara-capital?listid=495,Clara Capital,Premier small business loan provider offering swift and cost-effective funding solutions nationwide.Profile,"2,295%",Financial Services,NY,Syosset,,
https://www.inc.com/profile/ladidadi-xm?listid=495,Ladidadi,"A boutique event planning company with expertise in turning corporate meetings, events and incentive travel experiences into memorable moments.Profile","2,295%",Travel & Hospitality,IL,Clarendon Hills,,
https://inc.com/james-surowiecki/how-inflation-shaped-companies-of-inc-5000.html,Haven Hot Chicken,One of the first fully dedicated Nashville hot chicken QSR concepts in New England.Profile,"2,287%",Food & Beverage,CT,New Haven,,
https://www.inc.com/profile/kaplan-laboratory?listid=495,H-PROOF,Family-owned and women-led company that develops and markets health and wellness products.Profile,"2,282%",Consumer Products,FL,Hallandale Beach,,
https://www.inc.com/profile/tenna?listid=495,Tenna,A construction technology platform that revolutionizes equipment fleet operations with comprehensive information and reliable tracking.Profile,"2,277%",Software,PA,New Hope,,
https://inc.com/chloe-aiello/how-this-founders-software-can-help-you-look-your-best.html,Boulevard,"The first and only client experience platform for appointment-based, self-care businesses.Profile","2,276%",Software,CA,Los Angeles,,
https://www.inc.com/profile/cloudservus?listid=495,CloudServus,"Austin, Texas-based consultancy firm aiming to be a ""Top 1%"" Microsoft consulting and licensing partner.Profile","2,269%",IT Services,TX,Austin,,
https://www.inc.com/profile/nokking?listid=495,Nokking,"Platform harmonizing recovery, transparency and integrity through software, facilities and specialized recommerce solutions.Profile","2,267%",Logistics & Transportation,TX,Austin,,
https://www.inc.com/profile/findem?listid=495,Findem,Software developer applying AI to reinvent how companies find quality talent and build great teams.Profile,"2,262%",Software,CA,Redwood City,,
https://inc.com/rob-verger/how-this-founder-built-a-12-million-startup-on-card-games.html,Maestro Media,A full-service strategic product and business development firm focused on driving innovation and growth in the media and entertainment industries.Profile,"2,252%",Business Products & Services,CO,Denver,,
https://www.inc.com/profile/numa?listid=495,Numa,An AI-driven customer response platform for dealerships that turns BDCs and advisors into world-class communicators.Profile,"2,248%",Artificial Intelligence,CA,Lafayette,,
https://www.inc.com/profile/wakefield-biochar?listid=495,Wakefield Biochar,Family-owned company enhancing soil health and promoting sustainability through biochar.Profile,"2,241%",Environmental Services,GA,VALDOSTA,,
https://www.inc.com/profile/pneuma-media?listid=495,Pneuma Media,"A website design, development and SEO firm servicing small to medium-sized businesses and helping them grow their revenue.Profile","2,241%",Advertising & Marketing,CO,Denver,,
https://www.inc.com/profile/telex?listid=495,Telex,"Nationwide company providing testing, commissioning and engineering services for investor-owned electrical utilities.Profile","2,232%",Engineering,AR,Fayetteville,,
https://www.inc.com/profile/dsp-connections?listid=495,DSP Connections,In-home support allowing children and adults with intellectual and/or developmental disabilities to be successful.Profile,"2,217%",Health Services,OR,Salem,,
https://www.inc.com/profile/apiphani?listid=495,apiphani,A cloud agnostic provider assisting clients in identifying the best cloud platform for their applications.Profile,"2,210%",IT Services,MA,Boston,,
https://www.inc.com/profile/ornamentallyyou?listid=495,OrnamentallyYou,Retailer offering unique and carefully curated artisan products that enrich your living spaces year-round.Profile,"2,202%",Consumer Products,NJ,Fair lawn,,
https://www.inc.com/profile/fusus?listid=495,Fusus,Provider of an open intelligence ecosystem that integrates and enhances public safety and investigations assets.Profile,"2,177%",Software,GA,"Peachtree Corners,",,
https://www.inc.com/profile/aiden-technologies?listid=495,Aiden Technologies,Custom application packaging service using an AI bot to automate computer management at scale.Profile,"2,176%",Security,TX,McKinney,,
https://www.inc.com/profile/element5?listid=495,Element5,"Leveraging AI technologies to create staff capacity by automating eligibility, authorization and RCM workflows.Profile","2,154%",Health Services,CA,San Jose,,
https://www.inc.com/profile/advanced-tech-placement?listid=495,Advanced Tech Placement,"IT recruiting firm headquartered in Atlanta, Georgia, providing personalized, industry-revolutionary approaches that prioritize diversity.Profile","2,150%",Business Products & Services,GA,Marietta,,
https://inc.com/magazine/202309/ben-sherry/visitorg-she-has-secret-to-getting-your-employees-back-into-office.html,Visit.org,An enterprise SaaS platform providing experiences and group activities to foster employee and client engagement.Profile,"2,145%",Software,NY,New York,,
https://www.inc.com/profile/rentredi?listid=495,RentRedi,A cloud-based property management software platform that simplifies the renting process for landlords and renters by automating and streamlining processes.Profile,"2,143%",Software,NY,Latham,,
https://www.inc.com/profile/quattro-climate-control?listid=495,Quattro Climate Control,Tailored HVAC solutions for residential new construction and commercial developments.Profile,"2,138%",Construction,AZ,Scottsdale,,
https://www.inc.com/profile/deako?listid=495,Deako,"Modular smart lighting system enhancing ambiance, convenience and security for homeowners.Profile","2,136%",Consumer Products,WA,seattle,,
https://www.inc.com/profile/olipop?listid=495,OLIPOP,Company offering sodas with nostalgic flavors and less than 50 calories to support digestive health.Profile,"2,128%",Food & Beverage,CA,Oakland,,
https://www.inc.com/profile/cookunity?listid=495,CookUnity,"Direct-to-chef marketplace connecting food enthusiasts with independent chefs who prepare delicious, crafted meals.Profile","2,127%",Food & Beverage,NY,Brooklyn,,
https://www.inc.com/profile/parkore?listid=495,Kwikly Dental Staffing,An on-demand dental staffing platform that connects professionals to dental offices in need of temps.Profile,"2,124%",Health Services,MN,Coon Rapids,,
https://www.inc.com/profile/minerva-marketing?listid=495,Minerva Marketing,Agency generating consumer demand in numerous verticals and converting that demand into calls and leads.Profile,"2,110%",Advertising & Marketing,FL,Fort Lauderdale,,
https://www.inc.com/profile/topdog-law?listid=495,TopDog Law,A personal injury law firm helping clients throughout the US.Profile,"2,078%",Legal,PA,MEDIA,,
https://www.inc.com/profile/gxc?listid=495,GXC,A security company offering advanced metal detection and protection services.Profile,"2,071%",Security,NY,Huntington,,
https://inc.com/james-surowiecki/how-inflation-shaped-companies-of-inc-5000.html,Kickfin,"A gratuity management solution for hospitality brands, like Marco?s Pizza, Applebee?s, Walk-On?s and more.Profile","2,066%",Software,TX,Austin,,
https://www.inc.com/profile/wwwwindvalcom?listid=495,Windval Technology Solutions,An advisory consulting firm offering focused expertise in infrastructure technology and delivering advisory services and technology consulting.Profile,"2,056%",IT Services,IL,Oak Brook,,
https://www.inc.com/profile/american-farm-company?listid=495,American Farm Company,A large business creating and offering products that support the lifestyle of farmers all across the United States.Profile,"2,040%",Retail,IA,Hospers,,
https://www.inc.com/profile/harness?listid=495,Harness,Offering bespoke tax and financial advice for business and equity owners.Profile,"2,040%",Financial Services,NY,New York,,
https://www.inc.com/profile/simple-homes?listid=495,Simple Homes,Partnering with general contractors and homebuilders to provide turnkey offsite framing solutions.Profile,"2,028%",Construction,CO,Denver,,
